"nameorig","namedest","type","total_fraud_amount","fraud_rank"
"C1726606589","C1644592239","CASH_OUT","541115.02","3734"
"C935920556","C332143191","TRANSFER","540914.12","3735"
"C974262278","C1711489125","CASH_OUT","540914.12","3736"
"C1305572067","C362968415","CASH_OUT","540530.08","3737"
"C1809782314","C1510946002","TRANSFER","540530.08","3738"
"C114974611","C1780714769","CASH_OUT","540154.62","3739"
"C415858765","C1485040019","TRANSFER","540154.62","3740"
"C1496866222","C2010123268","TRANSFER","539658.73","3741"
"C1985701449","C1862889538","CASH_OUT","539658.73","3742"
"C1597812887","C1452774204","CASH_OUT","539087.79","3743"
"C775037479","C931676634","TRANSFER","539087.79","3744"
"C1222822414","C482115105","TRANSFER","538428.86","3745"
"C1369254106","C247089725","CASH_OUT","538428.86","3746"
"C1411459679","C1106299275","CASH_OUT","538312.05","3747"
"C640532730","C1898517729","TRANSFER","538312.05","3748"
"C1552180409","C638930766","TRANSFER","537641.8","3749"
"C1904470036","C115727901","CASH_OUT","537641.8","3750"
"C1135563168","C743232088","TRANSFER","537539.97","3751"
"C229919589","C1914366882","CASH_OUT","537539.97","3752"
"C1804356625","C1581411164","CASH_OUT","537539.57","3753"
"C2018539678","C282412954","TRANSFER","537539.57","3754"
"C1744276151","C38221870","TRANSFER","537025.01","3755"
"C1996857872","C1192227259","CASH_OUT","537025.01","3756"
"C1035541766","C1100697970","TRANSFER","536624.41","3757"
"C1801812624","C1460398355","TRANSFER","536433.5","3758"
"C473703158","C1591480301","CASH_OUT","536433.5","3759"
"C108472489","C1349687631","TRANSFER","535654.59","3760"
"C412096572","C1514312963","CASH_OUT","535654.59","3761"
"C1561200626","C999955448","CASH_OUT","534518.98","3762"
"C1636058456","C937763226","TRANSFER","534518.98","3763"
"C151499440","C870411715","TRANSFER","534470.98","3764"
"C1832180008","C1558734299","CASH_OUT","534470.98","3765"
"C1829721095","C991247178","CASH_OUT","534255.94","3766"
"C967325382","C1259079602","TRANSFER","534255.94","3767"
"C1792498833","C1687427333","TRANSFER","534158.52","3768"
"C971904885","C726333596","CASH_OUT","534158.52","3769"
"C1010973952","C295852822","CASH_OUT","533269.77","3770"
"C761440890","C565561200","TRANSFER","533269.77","3771"
"C1329946363","C641771382","TRANSFER","533092.45","3772"
"C1989818956","C252157043","CASH_OUT","533092.45","3773"
"C1042923577","C1609500749","TRANSFER","531551","3774"
"C1584590974","C1815006934","CASH_OUT","531551","3775"
"C1486070505","C1428831661","CASH_OUT","530733.43","3776"
"C176579882","C1049193275","TRANSFER","530733.43","3777"
"C1741821297","C182731485","TRANSFER","530377.28","3778"
"C711344285","C726473569","CASH_OUT","530377.28","3779"
"C1119661582","C1171953426","CASH_OUT","530354.58","3780"
"C1625326980","C1011865698","TRANSFER","530354.58","3781"
"C1674591686","C1338343315","CASH_OUT","530124.99","3782"
"C1969299825","C1985038646","TRANSFER","530124.99","3783"
"C1058371730","C1045155067","TRANSFER","529659.95","3784"
"C554382574","C1058336842","CASH_OUT","529659.95","3785"
"C1511951796","C1430895624","CASH_OUT","528149.74","3786"
"C1626028230","C581480789","TRANSFER","528149.74","3787"
"C17858706","C756639057","CASH_OUT","526787.54","3788"
"C715932448","C1500247255","TRANSFER","526787.54","3789"
"C1055498407","C277547037","CASH_OUT","526119.49","3790"
"C701300416","C2001415186","TRANSFER","526119.49","3791"
"C1197863770","C1419848942","CASH_OUT","526071.46","3792"
"C1724071075","C270502342","TRANSFER","526071.46","3793"
"C66538497","C586669216","TRANSFER","525155.79","3794"
"C843090294","C1217435263","CASH_OUT","525155.79","3795"
"C1864714673","C64133603","CASH_OUT","522465.43","3796"
"C61912705","C539442999","TRANSFER","522465.43","3797"
"C1605191910","C201338913","CASH_OUT","522343.83","3798"
"C520000532","C1415536651","TRANSFER","522343.83","3799"
"C1336256989","C1335226757","CASH_OUT","521986.29","3800"
"C916412259","C256100884","TRANSFER","521986.29","3801"
"C75004200","C687978944","TRANSFER","520500.14","3802"
"C940330656","C382068653","CASH_OUT","520500.14","3803"
"C1447448314","C435023373","TRANSFER","517183.38","3804"
"C1850286862","C1837027614","CASH_OUT","517183.38","3805"
"C1361333152","C46072537","TRANSFER","516355.22","3806"
"C600529356","C213193804","CASH_OUT","516355.22","3807"
"C1386605683","C509021077","CASH_OUT","515645.16","3808"
"C885687058","C1873143762","TRANSFER","515645.16","3809"
"C2034397905","C497880242","CASH_OUT","513693.13","3810"
"C862823643","C359107574","TRANSFER","513693.13","3811"
"C2054490083","C469157358","TRANSFER","513610.51","3812"
"C786682293","C995315551","CASH_OUT","513610.51","3813"
"C1294288160","C1140210219","CASH_OUT","513082.74","3814"
"C1314353010","C1426875642","TRANSFER","513082.74","3815"
"C1319609098","C1745340789","CASH_OUT","512922.65","3816"
"C650074487","C255214104","TRANSFER","512922.65","3817"
"C1343655030","C1411383152","TRANSFER","511389.5","3818"
"C399946871","C529880237","CASH_OUT","511389.5","3819"
"C1032127043","C946777990","TRANSFER","511379.9","3820"
"C1440012977","C644163395","CASH_OUT","511379.9","3821"
"C1573880228","C313140840","TRANSFER","511259.05","3822"
"C1766811336","C1948838736","CASH_OUT","511259.05","3823"
"C1144385106","C2013070624","CASH_OUT","509985.31","3824"
"C973074458","C1408872887","TRANSFER","509985.31","3825"
"C533095346","C1301226150","TRANSFER","508929.61","3826"
"C839366750","C1367621087","CASH_OUT","508929.61","3827"
"C576782065","C2090737806","CASH_OUT","508782.2","3828"
"C1428068885","C883314013","TRANSFER","507521.42","3829"
"C1541771460","C1704088171","CASH_OUT","507521.42","3830"
"C1371968077","C297875809","TRANSFER","506923.53","3831"
"C438124232","C1360951164","CASH_OUT","506923.53","3832"
"C1345605199","C759668657","TRANSFER","506867.52","3833"
"C341811151","C1795348373","CASH_OUT","506867.52","3834"
"C189821209","C1628363112","CASH_OUT","505580.22","3835"
"C361536240","C486742057","TRANSFER","505580.22","3836"
"C1946854370","C1011987568","TRANSFER","505571.43","3837"
"C994784827","C516816901","CASH_OUT","505571.43","3838"
"C1419487252","C1594325681","TRANSFER","504532.72","3839"
"C413256119","C1016874582","CASH_OUT","504532.72","3840"
"C1846239303","C19567872","TRANSFER","504362.34","3841"
"C1885602462","C1876362324","CASH_OUT","504362.34","3842"
"C1384579214","C1459458578","CASH_OUT","504344.93","3843"
"C653557164","C37138390","TRANSFER","504344.93","3844"
"C451898714","C540990710","TRANSFER","503961.93","3845"
"C868244039","C1704260937","CASH_OUT","503961.93","3846"
"C1260832016","C930580526","CASH_OUT","503793.25","3847"
"C140477383","C1169138113","TRANSFER","503793.25","3848"
"C1267328802","C593181726","TRANSFER","503620.99","3849"
"C755656980","C432121402","CASH_OUT","503620.99","3850"
"C1696816111","C1280120239","CASH_OUT","503420.67","3851"
"C1954167888","C2111339406","TRANSFER","503420.67","3852"
"C140359285","C2020337583","CASH_OUT","503405.88","3853"
"C1446009472","C2010733400","TRANSFER","503405.88","3854"
"C1595104027","C643646528","TRANSFER","501496.31","3855"
"C279192006","C2046472223","CASH_OUT","501496.31","3856"
"C1112202399","C1546219364","CASH_OUT","501425.84","3857"
"C241686740","C2071832199","TRANSFER","501425.84","3858"
"C1409061891","C1663472922","TRANSFER","501101.41","3859"
"C658485772","C1576836568","CASH_OUT","501101.41","3860"
"C1104187360","C822141064","TRANSFER","500905.62","3861"
"C1226580672","C677468296","CASH_OUT","500905.62","3862"
"C1283250081","C956555426","CASH_OUT","500003.56","3863"
"C342198691","C87161857","TRANSFER","500003.56","3864"
"C1268687725","C1524935695","CASH_OUT","498747.55","3865"
"C1358700061","C705797275","TRANSFER","498747.55","3866"
"C104610866","C1054580696","CASH_OUT","498183.25","3867"
"C2137896854","C857500368","TRANSFER","498183.25","3868"
"C2025900905","C860186566","TRANSFER","497928.97","3869"
"C881548240","C1750630273","CASH_OUT","497928.97","3870"
"C1294188821","C1799178468","TRANSFER","497526.17","3871"
"C818466696","C2025446764","CASH_OUT","497526.17","3872"
"C1524224259","C1792600425","TRANSFER","496420.67","3873"
"C1977168836","C1041919109","CASH_OUT","496420.67","3874"
"C705152518","C741210093","CASH_OUT","496128.26","3875"
"C842027258","C136618845","TRANSFER","496128.26","3876"
"C1566359738","C634632814","CASH_OUT","495991.64","3877"
"C1628056782","C913892512","TRANSFER","495991.64","3878"
"C1851117784","C705045817","TRANSFER","495977.84","3879"
"C813165216","C65111466","CASH_OUT","495977.84","3880"
"C1248328274","C917413885","TRANSFER","495773.64","3881"
"C1270013623","C326670193","CASH_OUT","495773.64","3882"
"C2003844329","C1624790907","TRANSFER","494453.52","3883"
"C743091050","C2058049748","CASH_OUT","494453.52","3884"
"C334271518","C2013684634","CASH_OUT","494446.94","3885"
"C890580817","C1496820416","TRANSFER","494446.94","3886"
"C1529468267","C1924171481","TRANSFER","494244.61","3887"
"C1544211314","C1751768780","CASH_OUT","494244.61","3888"
"C49558128","C1323987064","CASH_OUT","493538.8","3889"
"C875380581","C2141157779","TRANSFER","493538.8","3890"
"C1604057641","C773898763","CASH_OUT","492896.75","3891"
"C1728027611","C1170151190","TRANSFER","492896.75","3892"
"C1070629899","C167129695","TRANSFER","492003.04","3893"
"C133353018","C2063078053","CASH_OUT","492003.04","3894"
"C1042812790","C610496257","TRANSFER","491847.47","3895"
"C1237928863","C571550397","CASH_OUT","491847.47","3896"
"C1029198062","C1534111155","TRANSFER","491517.77","3897"
"C1198658385","C523126423","CASH_OUT","491517.77","3898"
"C194088609","C1786318719","CASH_OUT","489944.93","3899"
"C8083838","C896700136","TRANSFER","489944.93","3900"
"C480109552","C720599914","CASH_OUT","489767.32","3901"
"C869780206","C926230389","TRANSFER","489767.32","3902"
"C570906576","C1864667577","CASH_OUT","489714.94","3903"
"C781269019","C414219779","TRANSFER","489714.94","3904"
"C1398711376","C910056711","TRANSFER","489514.32","3905"
"C796773856","C27593268","CASH_OUT","489514.32","3906"
"C13133060","C229005424","CASH_OUT","489111.71","3907"
"C725816726","C347075851","TRANSFER","489111.71","3908"
"C2125867805","C1378742285","TRANSFER","489033.93","3909"
"C922540199","C1098002661","CASH_OUT","489033.93","3910"
"C1968880739","C897542866","CASH_OUT","488243.65","3911"
"C2117568077","C1238599279","TRANSFER","488243.65","3912"
"C1331489578","C201103304","TRANSFER","488030.08","3913"
"C1334025413","C1576007778","CASH_OUT","488030.08","3914"
"C1269721100","C2118952625","TRANSFER","487572.45","3915"
"C196823251","C1538319522","CASH_OUT","487572.45","3916"
"C1002859898","C647242478","TRANSFER","487276.8","3917"
"C731475693","C1413151160","CASH_OUT","487276.8","3918"
"C1305617036","C926547978","TRANSFER","486175.4","3919"
"C1737680610","C1596545373","CASH_OUT","486175.4","3920"
"C558066114","C1244940749","CASH_OUT","486060.16","3921"
"C813852044","C34034576","TRANSFER","486060.16","3922"
"C1537769770","C1975747042","CASH_OUT","484772.73","3923"
"C1980995791","C1952713155","TRANSFER","484772.73","3924"
"C1001502110","C1201215957","TRANSFER","484493.06","3925"
"C1813945054","C545871472","CASH_OUT","484493.06","3926"
"C1111837345","C119686502","TRANSFER","483713.23","3927"
"C1680914096","C1986090456","CASH_OUT","483713.23","3928"
"C1126237876","C842293503","CASH_OUT","482679.6","3929"
"C822183230","C1393101702","TRANSFER","482679.6","3930"
"C1962729026","C1853051693","TRANSFER","480404.03","3931"
"C6427083","C1751510346","CASH_OUT","480404.03","3932"
"C236547965","C1382782385","CASH_OUT","479926.98","3933"
"C444759415","C1253833239","TRANSFER","479926.98","3934"
"C1282533102","C672637887","CASH_OUT","479892.04","3935"
"C949573914","C346346824","TRANSFER","479892.04","3936"
"C427680107","C1365760959","TRANSFER","478078.24","3937"
"C939398813","C274347857","CASH_OUT","478078.24","3938"
"C1700987687","C463702368","TRANSFER","476890.47","3939"
"C953022806","C357527679","CASH_OUT","476890.47","3940"
"C562970310","C152339852","TRANSFER","476321.8","3941"
"C563555461","C1283170862","CASH_OUT","476321.8","3942"
"C660472493","C1603157769","CASH_OUT","475854.04","3943"
"C881015352","C1335953654","TRANSFER","475854.04","3944"
"C23091724","C798547691","CASH_OUT","475693.24","3945"
"C733845370","C1425128293","TRANSFER","475693.24","3946"
"C397354505","C320276503","TRANSFER","475368.94","3947"
"C916986889","C1738798142","CASH_OUT","475368.94","3948"
"C562497743","C812512392","TRANSFER","475315.61","3949"
"C917675056","C228772455","CASH_OUT","475315.61","3950"
"C1221668517","C2134508873","TRANSFER","474467.2","3951"
"C1621566840","C1076657596","CASH_OUT","474467.2","3952"
"C1577661477","C984902838","TRANSFER","474195.1","3953"
"C1690528829","C1949534570","CASH_OUT","474195.1","3954"
"C1060391149","C1835811018","TRANSFER","474052.54","3955"
"C642633931","C372032326","CASH_OUT","474052.54","3956"
"C1845867430","C766242305","CASH_OUT","473387.81","3957"
"C2062128137","C53265363","TRANSFER","473387.81","3958"
"C1621962604","C2071195320","TRANSFER","473086.28","3959"
"C258022206","C1286966923","CASH_OUT","473086.28","3960"
"C524534489","C1625163928","CASH_OUT","472808.24","3961"
"C692473125","C695203021","TRANSFER","472808.24","3962"
"C145594916","C1718370785","CASH_OUT","472692.51","3963"
"C892010542","C935310781","TRANSFER","472692.51","3964"
"C17156930","C1931513332","TRANSFER","471906.6","3965"
"C437383157","C943161690","CASH_OUT","471906.6","3966"
"C1585385873","C1701481925","TRANSFER","470956.59","3967"
"C1792382836","C1834120741","CASH_OUT","470956.59","3968"
"C386926753","C527524225","TRANSFER","470922.15","3969"
"C985759209","C1610762623","CASH_OUT","470922.15","3970"
"C1713242347","C1102790873","CASH_OUT","470325.08","3971"
"C938594796","C403817977","TRANSFER","470325.08","3972"
"C1409902854","C1543232665","CASH_OUT","468638.03","3973"
"C313989858","C969680632","TRANSFER","468638.03","3974"
"C1023402674","C1914393339","TRANSFER","468599.79","3975"
"C360538311","C1834951696","CASH_OUT","468599.79","3976"
"C1278233953","C1583808597","TRANSFER","468446.77","3977"
"C1527065781","C1620993935","CASH_OUT","468446.77","3978"
"C1631478680","C1835027188","TRANSFER","466580.69","3979"
"C1820999886","C838394568","CASH_OUT","466580.69","3980"
"C1868920588","C1810440109","CASH_OUT","466359.63","3981"
"C916181834","C2076493196","TRANSFER","466359.63","3982"
"C545352261","C1292726952","CASH_OUT","466218.08","3983"
"C723093483","C1437715288","TRANSFER","466218.08","3984"
"C1620468524","C1820811459","CASH_OUT","465498.74","3985"
"C169063525","C1364144454","TRANSFER","465498.74","3986"
"C783919407","C882063580","CASH_OUT","463891.31","3987"
"C96489795","C385716875","TRANSFER","463891.31","3988"
"C1588251640","C577926946","CASH_OUT","462452.87","3989"
"C2093534108","C1787957566","TRANSFER","462452.87","3990"
"C1243051391","C654276349","CASH_OUT","462441.03","3991"
"C328303267","C1304018729","TRANSFER","462441.03","3992"
"C1765744035","C788887602","TRANSFER","461509.86","3993"
"C2141057802","C802885021","CASH_OUT","461509.86","3994"
"C1093216808","C713783990","CASH_OUT","461442.52","3995"
"C597797196","C1745977074","TRANSFER","461442.52","3996"
"C152541672","C14138104","TRANSFER","461369.99","3997"
"C2081855471","C1671232989","CASH_OUT","461369.99","3998"
"C1047897914","C559992116","CASH_OUT","461255.26","3999"
"C470923235","C588226024","TRANSFER","461255.26","4000"
"C1321273727","C664580487","CASH_OUT","460689.45","4001"
"C1590287845","C1509813077","TRANSFER","460689.45","4002"
"C1563063305","C262427288","CASH_OUT","460635.82","4003"
"C1586676521","C94475674","TRANSFER","460635.82","4004"
"C1935083121","C83154619","TRANSFER","460436.43","4005"
"C568175103","C283083073","CASH_OUT","460436.43","4006"
"C2045767963","C1868484572","TRANSFER","460434.46","4007"
"C913609699","C1256545087","CASH_OUT","460434.46","4008"
"C1292819239","C1301956941","CASH_OUT","459378.91","4009"
"C1642524943","C715170172","TRANSFER","459378.91","4010"
"C1038719684","C452022612","TRANSFER","458845.55","4011"
"C2065762826","C549201409","CASH_OUT","458845.55","4012"
"C1922018955","C1621235594","TRANSFER","458603.07","4013"
"C805258361","C791884678","CASH_OUT","458603.07","4014"
"C2050469537","C2018291358","TRANSFER","458361.83","4015"
"C703277110","C1675768938","CASH_OUT","458361.83","4016"
"C2120513600","C975127788","TRANSFER","457789.14","4017"
"C629419411","C1272218785","CASH_OUT","457789.14","4018"
"C1927429291","C269394270","TRANSFER","457359.64","4019"
"C477094811","C88386120","CASH_OUT","457359.64","4020"
"C71043059","C1737929512","TRANSFER","456930.88","4021"
"C763431178","C1562779762","CASH_OUT","456930.88","4022"
"C1016889565","C1924324818","TRANSFER","456745.18","4023"
